gemini_output,name,address
"Jiro Ramen: 13-13 40th Ave, Flushing, NY 11352",Jiro Ramen,"13-13 40th Ave, Flushing, NY 11352"
"Kouryu Japanese Cuisine: 35-04 Ditmars Blvd, Astoria, NY 11105",Kouryu Japanese Cuisine,"35-04 Ditmars Blvd, Astoria, NY 11105"
"Katsushika Ramen: 32-81 31st St, Astoria, NY 11106",Katsushika Ramen,"32-81 31st St, Astoria, NY 11106"
"Hamachi Grill: 31-11 Broadway, Astoria, NY 11106",Hamachi Grill,"31-11 Broadway, Astoria, NY 11106"
"Sugarfish: 33-30 Ditmars Blvd, Astoria, NY 11105",Sugarfish,"33-30 Ditmars Blvd, Astoria, NY 11105"
"Hanabi Ramen: 25-24 Broadway, Astoria, NY 11106",Hanabi Ramen,"25-24 Broadway, Astoria, NY 11106"
"Yuzu Ramen: 34-19 30th Ave, Astoria, NY 11103",Yuzu Ramen,"34-19 30th Ave, Astoria, NY 11103"
"Ramen Goku: 34-25 Steinway St, Astoria, NY 11103",Ramen Goku,"34-25 Steinway St, Astoria, NY 11103"
"Miso: 685 6th Ave, Brooklyn, NY 11215",Miso,"685 6th Ave, Brooklyn, NY 11215"
"Samurai Mama: 785 Flushing Ave, Brooklyn, NY 11206",Samurai Mama,"785 Flushing Ave, Brooklyn, NY 11206"
"Mifune: 245 E 44th St, New York, NY 10017",Mifune,"245 E 44th St, New York, NY 10017"
"Cherry Izakaya: 138 N 8th St, Brooklyn, NY 11211",Cherry Izakaya,"138 N 8th St, Brooklyn, NY 11211"
"Rule of Thirds: 171 Banker St, Brooklyn, NY 11222",Rule of Thirds,"171 Banker St, Brooklyn, NY 11222"
"Karazishi Botan: 255 Smith St, Brooklyn, NY 11231",Karazishi Botan,"255 Smith St, Brooklyn, NY 11231"
"Kimura: 242 Wythe Ave, Brooklyn, NY 11249",Kimura,"242 Wythe Ave, Brooklyn, NY 11249"
"Okonomi: 150 Ainslie St, Brooklyn, NY 11211",Okonomi,"150 Ainslie St, Brooklyn, NY 11211"
"Geido: 331 Flatbush Ave, Brooklyn, NY 11217",Geido,"331 Flatbush Ave, Brooklyn, NY 11217"
"Cherry Izakaya - Williamsburg: 138 N 8th St, Brooklyn, NY 11211",Cherry Izakaya - Williamsburg,"138 N 8th St, Brooklyn, NY 11211"
"Bar Benno: 76 Berry St, Brooklyn, NY 11249",Bar Benno,"76 Berry St, Brooklyn, NY 11249"
Xian Famous Foods: Multiple locations in Brooklyn,Xian Famous Foods,Multiple locations in Brooklyn
"Odo: 17 W 20th St, New York, NY 10011",Odo,"17 W 20th St, New York, NY 10011"
"Momoya Soho: 47 Prince St, New York, NY 10012",Momoya Soho,"47 Prince St, New York, NY 10012"
"Cocoron: 61 Delancey St, New York, NY 10002",Cocoron,"61 Delancey St, New York, NY 10002"
"Yopparai Ronin: 150 E 46th St, New York, NY 10017",Yopparai Ronin,"150 E 46th St, New York, NY 10017"
"Tsukimi: 228 E 10th St, New York, NY 10003",Tsukimi,"228 E 10th St, New York, NY 10003"
"Izakaya Juraku West Village: 35 Carmine St, New York, NY 10014",Izakaya Juraku West Village,"35 Carmine St, New York, NY 10014"
"Soba Totto West: 120 W 55th St, New York, NY 10019",Soba Totto West,"120 W 55th St, New York, NY 10019"
"Omakase Room by Chef Hiro: 310 W 53rd St, New York, NY 10019",Omakase Room by Chef Hiro,"310 W 53rd St, New York, NY 10019"
"Ramen Misoya: 129 2nd Ave, New York, NY 10003",Ramen Misoya,"129 2nd Ave, New York, NY 10003"
"Zen Ramen & Sushi: 137 E 45th St, New York, NY 10017",Zen Ramen & Sushi,"137 E 45th St, New York, NY 10017"
"Takashi: 456 Hudson St, New York, NY 10014",Takashi,"456 Hudson St, New York, NY 10014"
"Soba Totto Ramen: 211 E 43rd St, New York, NY 10017",Soba Totto Ramen,"211 E 43rd St, New York, NY 10017"
"Menchanko-Tei Midtown: 61 W 56th St, New York, NY 10019",Menchanko-Tei Midtown,"61 W 56th St, New York, NY 10019"
"Cha-An: 230 E 9th St, New York, NY 10003",Cha-An,"230 E 9th St, New York, NY 10003"
"Bar GOTO Niban: 378 Broome St, New York, NY 10013",Bar GOTO Niban,"378 Broome St, New York, NY 10013"
"Ramen Danbo East Village: 44 St Marks Pl, New York, NY 10003",Ramen Danbo East Village,"44 St Marks Pl, New York, NY 10003"
"The Izakaya: 326 E 6th St, New York, NY 10003",The Izakaya,"326 E 6th St, New York, NY 10003"
"Minca Ramen Factory: 536 E 5th St, New York, NY 10009",Minca Ramen Factory,"536 E 5th St, New York, NY 10009"
"Sake Bar Decibel: 240 E 9th St, New York, NY 10003",Sake Bar Decibel,"240 E 9th St, New York, NY 10003"
"Soba Nippon Upper West Side: 2604 Broadway, New York, NY 10025",Soba Nippon Upper West Side,"2604 Broadway, New York, NY 10025"
"Sushi of Gari Tribeca: 130 W Broadway, New York, NY 10013",Sushi of Gari Tribeca,"130 W Broadway, New York, NY 10013"
"Momofuku Kāwi Bar: 8 Extra Place, New York, NY 10003",Momofuku Kāwi Bar,"8 Extra Place, New York, NY 10003"
"Akashi Soho: 280 9th Ave, New York, NY 10001",Akashi Soho,"280 9th Ave, New York, NY 10001"
"Dr Clark Midtown East: 946 2nd Ave, New York, NY 10022",Dr Clark Midtown East,"946 2nd Ave, New York, NY 10022"
"Tsurutontan Midtown West: 112 W 38th St, New York, NY 10018",Tsurutontan Midtown West,"112 W 38th St, New York, NY 10018"
"SakaMai West Village: 157 Ludlow St, New York, NY 10002",SakaMai West Village,"157 Ludlow St, New York, NY 10002"
"Sake Bar Hagi: 152 W 49th St, New York, NY 10019",Sake Bar Hagi,"152 W 49th St, New York, NY 10019"
"Momofuku Noodle Bar Chelsea: 181 8th Ave, New York, NY 10011",Momofuku Noodle Bar Chelsea,"181 8th Ave, New York, NY 10011"
"Izakaya Mew Chelsea: 180 W 4th St, New York, NY 10014",Izakaya Mew Chelsea,"180 W 4th St, New York, NY 10014"
"Takashi LES: 456 Hudson St, New York, NY 10014",Takashi LES,"456 Hudson St, New York, NY 10014"
"Soba Totto Midtown: 211 E 43rd St, New York, NY 10017",Soba Totto Midtown,"211 E 43rd St, New York, NY 10017"
"Sushiden: 19 E 49th St, New York, NY 10017",Sushiden,"19 E 49th St, New York, NY 10017"
"Sushi Ginza Onodera: 461 5th Ave, New York, NY 10017",Sushi Ginza Onodera,"461 5th Ave, New York, NY 10017"
"Megu Midtown: 62 Thomas St, New York, NY 10013",Megu Midtown,"62 Thomas St, New York, NY 10013"
"Nakamura: 172 Delancey St, New York, NY 10002",Nakamura,"172 Delancey St, New York, NY 10002"
"Ramen By MEW East Village: 180 W 4th St, New York, NY 10014",Ramen By MEW East Village,"180 W 4th St, New York, NY 10014"
"Hirohisa: 73 Thompson St, New York, NY 10012",Hirohisa,"73 Thompson St, New York, NY 10012"
"KazuNori: 15 W 28th St, New York, NY 10001",KazuNori,"15 W 28th St, New York, NY 10001"
"Sushi Noz: 181 E 78th St, New York, NY 10075",Sushi Noz,"181 E 78th St, New York, NY 10075"
"Tsukimi Ramen: 228 E 10th St, New York, NY 10003",Tsukimi Ramen,"228 E 10th St, New York, NY 10003"
"Miso: 685 6th Ave, Brooklyn, NY 11215",Miso,"685 6th Ave, Brooklyn, NY 11215"
"Samurai Mama: 785 Flushing Ave, Brooklyn, NY 11206",Samurai Mama,"785 Flushing Ave, Brooklyn, NY 11206"
"Mifune: 245 E 44th St, New York, NY 10017",Mifune,"245 E 44th St, New York, NY 10017"
"Cherry Izakaya: 138 N 8th St, Brooklyn, NY 11211",Cherry Izakaya,"138 N 8th St, Brooklyn, NY 11211"
"Rule of Thirds: 171 Banker St, Brooklyn, NY 11222",Rule of Thirds,"171 Banker St, Brooklyn, NY 11222"
"Karazishi Botan: 255 Smith St, Brooklyn, NY 11231",Karazishi Botan,"255 Smith St, Brooklyn, NY 11231"
"Kimura: 242 Wythe Ave, Brooklyn, NY 11249",Kimura,"242 Wythe Ave, Brooklyn, NY 11249"
"Okonomi: 150 Ainslie St, Brooklyn, NY 11211",Okonomi,"150 Ainslie St, Brooklyn, NY 11211"
"Geido: 331 Flatbush Ave, Brooklyn, NY 11217",Geido,"331 Flatbush Ave, Brooklyn, NY 11217"
"Cherry Izakaya - Williamsburg: 138 N 8th St, Brooklyn, NY 11211",Cherry Izakaya - Williamsburg,"138 N 8th St, Brooklyn, NY 11211"
"Bar Benno: 76 Berry St, Brooklyn, NY 11249",Bar Benno,"76 Berry St, Brooklyn, NY 11249"
"Aji: 236 Flatbush Ave, Brooklyn, NY 11217",Aji,"236 Flatbush Ave, Brooklyn, NY 11217"
"Murasaki: 45-33 Pearson St, Long Island City, NY 11101",Murasaki,"45-33 Pearson St, Long Island City, NY 11101"
"Junko Sushi & Bar: 23-19 21st St, Astoria, NY 11105",Junko Sushi & Bar,"23-19 21st St, Astoria, NY 11105"
"SHU Ramen: 136-18 39th Ave, Flushing, NY 11354",SHU Ramen,"136-18 39th Ave, Flushing, NY 11354"
"Matchaful LIC: 48-20 Vernon Blvd, Long Island City, NY 11101",Matchaful LIC,"48-20 Vernon Blvd, Long Island City, NY 11101"
"Jiro Ramen: 13-13 40th Ave, Flushing, NY 11352",Jiro Ramen,"13-13 40th Ave, Flushing, NY 11352"
"Kouryu Japanese Cuisine: 35-04 Ditmars Blvd, Astoria, NY 11105",Kouryu Japanese Cuisine,"35-04 Ditmars Blvd, Astoria, NY 11105"
"Katsushika Ramen: 32-81 31st St, Astoria, NY 11106",Katsushika Ramen,"32-81 31st St, Astoria, NY 11106"
"Tamashii Ramen & Sake Bar: 28-14 49th Ave, Long Island City, NY 11101",Tamashii Ramen & Sake Bar,"28-14 49th Ave, Long Island City, NY 11101"
"Ramen Danbo LIC: 24-23 Jackson Ave, Long Island City, NY 11101",Ramen Danbo LIC,"24-23 Jackson Ave, Long Island City, NY 11101"
"Ramen Shack LIC: 48-14 Vernon Blvd, Long Island City, NY 11101",Ramen Shack LIC,"48-14 Vernon Blvd, Long Island City, NY 11101"
"Takumen LIC: 47-55 51st St, Woodside, NY 11377",Takumen LIC,"47-55 51st St, Woodside, NY 11377"
"Hamachi Grill: 31-11 Broadway, Astoria, NY 11106",Hamachi Grill,"31-11 Broadway, Astoria, NY 11106"
"Sugarfish: 33-30 Ditmars Blvd, Astoria, NY 11105",Sugarfish,"33-30 Ditmars Blvd, Astoria, NY 11105"
"Hanabi Ramen: 25-24 Broadway, Astoria, NY 11106",Hanabi Ramen,"25-24 Broadway, Astoria, NY 11106"
"Yuzu Ramen: 34-19 30th Ave, Astoria, NY 11103",Yuzu Ramen,"34-19 30th Ave, Astoria, NY 11103"
"Ramen Goku: 34-25 Steinway St, Astoria, NY 11103",Ramen Goku,"34-25 Steinway St, Astoria, NY 11103"
"Komeeda: 31-29 Steinway St, Astoria, NY 11103",Komeeda,"31-29 Steinway St, Astoria, NY 11103"
"Marufuku Ramen: 37-10 30th Ave, Astoria, NY 11103",Marufuku Ramen,"37-10 30th Ave, Astoria, NY 11103"
